,牛号,月龄,胎次,繁殖状态,泌乳天数,产后天数,空怀天数,配种次数,奶量1,奶量2,牛舍名称,出生日期,父亲牛号,外祖父号,繁殖代码_,怀孕日期,产犊日期,干奶日期,配种日期,流产日期,与配公牛,配种组,RC
297,20075,7,0,出生,-1,-1,-1,0,7,7,红达501育成,03/08/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
298,20076,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,03/09/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
299,20078,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,03/11/2020,291HO16049,151HO01615,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
300,20079,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,03/11/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
301,20080,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,03/11/2020,291HO16049,029HO15496,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
302,20081,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,03/11/2020,11109875,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
303,20082,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,03/14/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
304,20083,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,03/18/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
305,20084,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,03/19/2020,291HO16049,029HO15496,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
306,20085,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,03/19/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
307,20086,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,03/20/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
308,20087,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,03/21/2020,15180513,AUSHO1682910,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
309,20088,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,03/22/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
310,20090,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,03/24/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
311,20091,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,03/24/2020,15180513,151HO00653,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
312,20092,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,03/25/2020,291HO16049,029HO15496,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
313,20093,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,03/27/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
314,20094,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,03/27/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
315,20096,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,03/28/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
316,20097,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,03/29/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
317,20098,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,03/30/2020,15180513,AUSHO1682910,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
318,20100,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,03/30/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
319,20101,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,03/31/2020,15180513,151HO01610,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
320,20102,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,03/31/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
321,20103,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,04/01/2020,291HO16049,15514212,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
322,20104,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,04/02/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
323,20105,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,04/03/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
324,20106,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,04/05/2020,291HO17042,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
325,20107,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,04/06/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
326,20108,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,04/06/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
327,20110,7,0,出生,-1,-1,-1,0,7,7,红达602北育成牛,04/06/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
328,20111,6,0,出生,-1,-1,-1,0,6,6,红达602北育成牛,04/07/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
329,20112,6,0,出生,-1,-1,-1,0,6,6,红达602北育成牛,04/08/2020,11109875,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
330,20113,6,0,出生,-1,-1,-1,0,6,6,红达602北育成牛,04/09/2020,15180513,15503832,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
331,20114,6,0,出生,-1,-1,-1,0,6,6,红达602北育成牛,04/10/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
332,20115,6,0,出生,-1,-1,-1,0,6,6,红达602北育成牛,04/10/2020,15180513,AUSHO1657573,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
333,20116,6,0,出生,-1,-1,-1,0,6,6,红达602南育成牛,04/10/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
334,20118,6,0,出生,-1,-1,-1,0,6,6,红达602北育成牛,04/11/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
335,20119,6,0,出生,-1,-1,-1,0,6,6,红达602南育成牛,04/12/2020,291HO16049,15514212,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
336,20121,6,0,出生,-1,-1,-1,0,6,6,红达602北育成牛,04/14/2020,291HO16049,029HO15496,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
337,20122,6,0,出生,-1,-1,-1,0,6,6,红达602北育成牛,04/15/2020,15108513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
338,20123,6,0,出生,-1,-1,-1,0,6,6,红达602北育成牛,04/15/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
339,20124,6,0,出生,-1,-1,-1,0,6,6,红达602北育成牛,04/15/2020,291HO16049,15514212,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
340,20125,6,0,出生,-1,-1,-1,0,6,6,红达602北育成牛,04/17/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
341,20126,6,0,出生,-1,-1,-1,0,6,6,红达602南育成牛,04/19/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
342,20127,6,0,出生,-1,-1,-1,0,6,6,红达602南育成牛,04/21/2020,291HO16049,65204045,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
343,20128,6,0,出生,-1,-1,-1,0,6,6,红达602南育成牛,04/25/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
344,20129,6,0,出生,-1,-1,-1,0,6,6,红达602南育成牛,05/01/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
345,20130,6,0,出生,-1,-1,-1,0,6,6,红达602北育成牛,05/02/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
346,20131,6,0,出生,-1,-1,-1,0,6,6,红达602北育成牛,05/05/2020,15180513,151HO00653,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
347,20132,6,0,出生,-1,-1,-1,0,6,6,红达602南育成牛,05/06/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
348,20133,6,0,出生,-1,-1,-1,0,6,6,红达602南育成牛,05/06/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
349,20134,6,0,出生,-1,-1,-1,0,6,6,红达602南育成牛,05/06/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
350,20135,6,0,出生,-1,-1,-1,0,6,6,红达602南育成牛,05/06/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
351,20136,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/09/2020,15180513,1187,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
352,20137,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/10/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
353,20138,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/11/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
354,20139,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/12/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
355,20140,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/12/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
356,20141,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/12/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
357,20142,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/14/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
358,20143,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/15/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
359,20144,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/15/2020,291HO17042,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
360,20145,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/15/2020,291HO17042,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
361,20146,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/16/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
362,20147,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/16/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
363,20148,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/17/2020,291HO17042,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
364,20149,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/18/2020,11109875,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
365,20150,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/18/2020,291HO17042,15514212,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
366,20151,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/21/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
367,20152,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/22/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
368,20153,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/22/2020,291HO17042,15514212,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
369,20155,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/24/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
370,20156,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/24/2020,291HO17042,15514212,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
371,20157,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/25/2020,291HO17042,65204045,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
372,20158,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/26/2020,291HO17042,15514212,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
373,20159,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/26/2020,291HO17042,65204045,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
374,20160,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/27/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
375,20161,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/27/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
376,20162,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/28/2020,15180513,151HO00653,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
377,20163,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/28/2020,291HO17042,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
378,20165,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,05/31/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
379,20166,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,06/01/2020,291HO17042,029HO15496,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
380,20167,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,06/03/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
381,20168,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,06/03/2020,291HO17042,65204045,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
382,20169,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,06/03/2020,11109875,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
383,20170,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,06/04/2020,291HO17042,15514212,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
384,20171,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,06/04/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
385,20172,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,06/06/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
386,20173,5,0,出生,-1,-1,-1,0,5,5,红达602南育成牛,06/06/2020,291HO17042,029HO15496,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
387,20174,4,0,出生,-1,-1,-1,0,4,4,红达602南育成牛,06/09/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
388,20176,4,0,出生,-1,-1,-1,0,4,4,红达403断奶,06/14/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
389,20177,4,0,出生,-1,-1,-1,0,4,4,红达403断奶,06/14/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
390,20178,4,0,出生,-1,-1,-1,0,4,4,红达403断奶,06/16/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
391,20179,4,0,出生,-1,-1,-1,0,4,4,红达403断奶,06/19/2020,15180513,AUSHO1657573,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
392,20180,4,0,出生,-1,-1,-1,0,4,4,红达403断奶,06/19/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
393,20181,4,0,出生,-1,-1,-1,0,4,4,红达403断奶,06/20/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
394,20182,4,0,出生,-1,-1,-1,0,4,4,红达403断奶,06/20/2020,15180513,151HO00569,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
395,20183,4,0,出生,-1,-1,-1,0,4,4,红达断奶过度舍,06/21/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
396,20184,4,0,出生,-1,-1,-1,0,4,4,红达断奶过度舍,06/22/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
397,20185,4,0,出生,-1,-1,-1,0,4,4,红达断奶过度舍,06/23/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
398,20186,4,0,出生,-1,-1,-1,0,4,4,红达断奶过度舍,06/24/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
399,20187,4,0,出生,-1,-1,-1,0,4,4,红达断奶过度舍,06/25/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
400,20188,4,0,出生,-1,-1,-1,0,4,4,红达断奶过度舍,06/28/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
401,20189,4,0,出生,-1,-1,-1,0,4,4,红达断奶过度舍,06/29/2020,11109875,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
402,20190,4,0,出生,-1,-1,-1,0,4,4,红达断奶过度舍,06/29/2020,11109875,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
403,20191,4,0,出生,-1,-1,-1,0,4,4,红达断奶过度舍,06/29/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
404,20192,4,0,出生,-1,-1,-1,0,4,4,红达断奶过度舍,06/30/2020,291HO17042,AUSHO1682910,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
405,20193,4,0,出生,-1,-1,-1,0,4,4,红达断奶过度舍,06/30/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
406,20194,4,0,出生,-1,-1,-1,0,4,4,红达断奶过度舍,06/30/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
407,20195,4,0,出生,-1,-1,-1,0,4,4,红达断奶过度舍,07/01/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
408,20197,4,0,出生,-1,-1,-1,0,4,4,红达断奶过度舍,07/02/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
409,20198,4,0,出生,-1,-1,-1,0,4,4,红达断奶过度舍,07/02/2020,15180513,AUSHO1657573,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
410,20199,4,0,出生,-1,-1,-1,0,4,4,红达401断奶,07/03/2020,291HO17042,65204045,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
411,20200,4,0,出生,-1,-1,-1,0,4,4,红达401断奶,07/05/2020,291HO17042,15514212,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
412,20201,3,0,出生,-1,-1,-1,0,3,3,红达401断奶,07/08/2020,15180513,1223,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
413,20202,3,0,出生,-1,-1,-1,0,3,3,红达401断奶,07/08/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
414,20203,3,0,出生,-1,-1,-1,0,3,3,红达401断奶,07/08/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
415,20204,3,0,出生,-1,-1,-1,0,3,3,红达401断奶,07/09/2020,291HO17042,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
416,20205,3,0,出生,-1,-1,-1,0,3,3,红达401断奶,07/09/2020,15180513,151HO00684,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
417,20206,3,0,出生,-1,-1,-1,0,3,3,红达401断奶,07/10/2020,291HO17042,65204045,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
418,20207,3,0,出生,-1,-1,-1,0,3,3,红达401断奶,07/11/2020,291HO17042,65204045,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
419,20208,3,0,出生,-1,-1,-1,0,3,3,红达401断奶,07/12/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
420,20209,3,0,出生,-1,-1,-1,0,3,3,红达402断奶,07/13/2020,291HO17042,151HO00734,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
421,20210,3,0,出生,-1,-1,-1,0,3,3,红达401断奶,07/14/2020,291HO17052,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
422,20211,3,0,出生,-1,-1,-1,0,3,3,红达401断奶,07/14/2020,15180513,151HO03060,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
423,20212,3,0,出生,-1,-1,-1,0,3,3,红达401断奶,07/15/2020,291HO17052,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
424,20213,3,0,出生,-1,-1,-1,0,3,3,红达401断奶,07/16/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
425,20214,3,0,出生,-1,-1,-1,0,3,3,红达402断奶,07/17/2020,291HO17042,AUSHO1682910,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
426,20215,3,0,出生,-1,-1,-1,0,3,3,红达402断奶,07/17/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
427,20216,3,0,出生,-1,-1,-1,0,3,3,红达402断奶,07/18/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
428,20217,3,0,出生,-1,-1,-1,0,3,3,红达402断奶,07/18/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
429,20219,3,0,出生,-1,-1,-1,0,3,3,红达402断奶,07/19/2020,291HO17052,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
430,20221,3,0,出生,-1,-1,-1,0,3,3,红达402断奶,07/20/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
431,20222,3,0,出生,-1,-1,-1,0,3,3,红达402断奶,07/20/2020,291HO17042,15514212,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
432,20223,3,0,出生,-1,-1,-1,0,3,3,红达402断奶,07/20/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
433,20224,3,0,出生,-1,-1,-1,0,3,3,红达402断奶,07/21/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
434,20225,3,0,出生,-1,-1,-1,0,3,3,红达402断奶,07/21/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
435,20226,3,0,出生,-1,-1,-1,0,3,3,红达402断奶,07/21/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
436,20227,3,0,出生,-1,-1,-1,0,3,3,红达402断奶,07/22/2020,291HO17042,65204045,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
437,20228,3,0,出生,-1,-1,-1,0,3,3,红达402断奶,07/23/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
438,20229,3,0,出生,-1,-1,-1,0,3,3,红达402断奶,07/24/2020,291HO17042,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
439,20230,3,0,出生,-1,-1,-1,0,3,3,红达402断奶,07/25/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
440,20231,3,0,出生,-1,-1,-1,0,3,3,红达402断奶,07/25/2020,291HO17052,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
